name,lat,lng,municipality,ngbe_type,ngbe_code,source,date,arcgis_objectid
Sicuetos,43.179076,-3.533507,SOBA,NGBE,2.1.6,,,12637
Sierra,43.389282,-4.242493,RUILOBA,NGBE,2.1.9,,,12640
Sierra,42.984497,-4.096924,CAMPOO DE ENMEDIO,NGBE,2.1.6,,,12641
Sierra de Ibio,43.316143,-4.160753,MAZCUERRAS,NGBE,2.1.9,,,12654
Sierra Elsa,43.329284,-4.088806,CARTES,NGBE,2.1.9,,,12669
Sierrapando,43.342895,-4.031800,TORRELAVEGA,NGBE,2.1.9,,,12695
Silió,43.148498,-4.019714,MOLLEDO,NGBE,2.1.4,,,13833
Soano,43.481078,-3.544976,ARNUERO,NGBE,2.1.4,,,13834
Sobarzo,43.343870,-3.838989,PENAGOS,NGBE,2.1.4,,,13835
Soberado,43.083130,-4.630493,VEGA DE LIÉBANA,NGBE,2.1.6,,,12706
Sobrelapeña,43.251564,-4.483857,LAMASÓN,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Sobrelape%C3%B1a&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,3677
Sobrelapeña,43.251564,-4.483857,LAMASÓN,NGBE,2.1.3,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Sobrelape%C3%B1a&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,14538
Sobremazas,43.375486,-3.746091,MEDIO CUDEYO,NGBE,2.1.4,,,13836
Sobrepeña,42.785524,-3.962588,VALDERREDIBLE,NGBE,2.1.4,,,13838
Sobrepenilla,42.778588,-3.991578,VALDERREDIBLE,NGBE,2.1.4,,,13837
Socobio,43.319178,-3.946062,CASTAÑEDA,NGBE,2.1.9,,,12722
Socueva,43.264893,-3.608274,ARREDONDO,NGBE,2.1.9,,,12724
Solamaza,43.341491,-3.377074,AMPUERO,NGBE,2.1.9,,,3683
Solana,43.267089,-3.734679,MIERA,NGBE,2.1.9,,,12729
Solares,43.382688,-3.737607,MEDIO CUDEYO,NGBE,2.1.4,,,13839
Sollagua,43.417480,-3.481014,BÁRCENA DE CICERO,NGBE,2.1.6,,,12737
Solórzano,43.381073,-3.587459,SOLÓRZANO,NGBE,2.1.4,,,13840
Solórzano,43.381073,-3.587459,SOLÓRZANO,NGBE,2.1.3,,,14544
Somahoz,43.248901,-4.063782,CORRALES DE BUELNA (LOS),NGBE,2.1.9,,,12742
Somarriba,43.357298,-3.807982,Varios o fuera de Cantabria,NGBE,2.1.6,,,3687
Somballe,43.041687,-4.065430,SANTIURDE DE REINOSA,NGBE,2.1.4,,,13842
Somo,43.454527,-3.742916,RIBAMONTÁN AL MAR,NGBE,2.1.4,,,13843
Soña,43.383300,-4.003113,POLANCO,NGBE,2.1.9,,,12760
Sonabia,43.409912,-3.328305,CASTRO-URDIALES,NGBE,2.1.9,,,12758
Sopeña,42.950605,-4.140276,CAMPOO DE ENMEDIO,NGBE,2.1.6,,,12772
Sopeña,43.229309,-4.291809,CABUÉRNIGA,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Sope%C3%B1a&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,12773
Sopeña,43.388306,-3.373411,LIENDO,NGBE,2.1.4,,,13844
Sopenilla,43.284390,-4.044542,SAN FELICES DE BUELNA,NGBE,2.1.9,,,12763
Sotillo,42.877686,-4.115478,VALDEPRADO DEL RÍO,NGBE,2.1.4,,,13845
Soto,43.033874,-4.223876,HERMANDAD DE CAMPOO DE SUSO,NGBE,2.1.9,,,3696
Soto,43.033874,-4.223876,HERMANDAD DE CAMPOO DE SUSO,NGBE,2.1.4,,,13846
Soto,43.238098,-3.864197,VILLACARRIEDO,NGBE,2.1.4,,,13847
Soto de la Marina,43.466918,-3.894410,SANTA CRUZ DE BEZANA,NGBE,2.1.4,,,13848
Soto Rucandio,42.913697,-3.869691,VALDERREDIBLE,NGBE,2.1.4,,,13849
Sovilla,43.279113,-4.051392,SAN FELICES DE BUELNA,NGBE,2.1.9,,,12798
Suances,43.426065,-4.042136,SUANCES,NGBE,2.1.9,,,3698
Suances,43.426065,-4.042136,SUANCES,NGBE,2.1.3,,,14554
Suano,42.979126,-4.206298,HERMANDAD DE CAMPOO DE SUSO,NGBE,2.1.4,,,13850
Suesa,43.442503,-3.710383,RIBAMONTÁN AL MAR,NGBE,2.1.4,,,13851
Susilla,42.800293,-4.077881,VALDERREDIBLE,NGBE,2.1.4,,,13852
Tabernilla,43.342102,-3.421690,AMPUERO,NGBE,2.1.9,,,3701
Tabladillo,43.289324,-3.661123,ARREDONDO,NGBE,2.1.9,,,3704
Tabladillo,43.289324,-3.661123,ARREDONDO,NGBE,2.1.6,,,7543
Tablado,43.115906,-3.906006,LUENA,NGBE,2.1.9,,,12816
Tagle,43.422119,-4.077881,SUANCES,NGBE,2.1.4,,,13853
Talledo,43.316284,-3.172912,CASTRO-URDIALES,NGBE,2.1.9,,,12824
Tama,43.176347,-4.600116,CILLORIGO DE LIÉBANA,NGBE,2.1.9,,,3705
Tama,43.176347,-4.600116,CILLORIGO DE LIÉBANA,NGBE,2.1.3,,,14560
Tanarrio,43.157288,-4.707519,CAMALEÑO,NGBE,2.1.4,,,13854
Tanos,43.332519,-4.043518,TORRELAVEGA,NGBE,2.1.9,,,12833
Tarriba,43.358519,-3.780577,LIÉRGANES,NGBE,2.1.6,,,3708
Tarriba,43.270874,-4.044312,SAN FELICES DE BUELNA,NGBE,2.1.9,,,12839
Tarrueza,43.392883,-3.399472,LAREDO,NGBE,2.1.9,,,12840
Terán,43.220520,-4.302185,CABUÉRNIGA,NGBE,2.1.4,,,13855
Tezanos,43.221923,-3.826294,VILLACARRIEDO,NGBE,2.1.4,,,13856
Tollo,43.110108,-4.621216,VEGA DE LIÉBANA,NGBE,2.1.4,,,13857
Toñanes,43.394714,-4.195312,ALFOZ DE LLOREDO,NGBE,2.1.4,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=To%C3%B1anes&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,13858
Toporias,43.334900,-4.229126,UDÍAS,NGBE,2.1.9,,,12883
Toranzo,43.105896,-4.666199,VEGA DE LIÉBANA,NGBE,2.1.4,,,13859
Torcollano,43.283789,-3.373423,RASINES,NGBE,2.1.9,,,12898
Torices,43.134522,-4.547608,CABEZÓN DE LIÉBANA,NGBE,2.1.4,,,13860
Torquiendo,43.379272,-3.336302,GURIEZO,NGBE,2.1.9,,,3724
Torrelavega,43.349305,-4.050832,TORRELAVEGA,NGBE,2.1.9,,,3735
Torrelavega,43.349305,-4.050832,TORRELAVEGA,NGBE,2.1.3,,,14570
Torres,43.355102,-4.068115,TORRELAVEGA,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?accion=4&opcionV=3&orden=0&loc=12164&pageNum=1,1749-1753,12921
Torriente,43.408081,-4.147827,ALFOZ DE LLOREDO,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Torriente&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,3737
Totero,43.299681,-3.841186,SANTA MARÍA DE CAYÓN,NGBE,2.1.4,,,13861
Trasierra,43.392090,-4.230713,RUILOBA,NGBE,2.1.9,,,12945
Trasvía,43.383728,-4.314209,COMILLAS,NGBE,2.1.9,,,273
Trebuesto,43.332885,-3.312012,GURIEZO,NGBE,2.1.9,,,12958
Treceño,43.318298,-4.304504,VALDÁLIGA,NGBE,2.1.4,,,13862
Tresabuela,43.086120,-4.428588,POLACIONES,NGBE,2.1.4,,,13863
Tresagua,43.363281,-3.328612,GURIEZO,NGBE,2.1.9,,,3744
Tresvalle,43.419221,-4.098476,SANTILLANA DEL MAR,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Tresvalle&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,3740
Tresviso,43.257543,-4.668608,TRESVISO,NGBE,2.1.9,,,3746
Tresviso,43.257543,-4.668608,TRESVISO,NGBE,2.1.3,,,14575
Treto,43.392700,-3.470089,BÁRCENA DE CICERO,NGBE,2.1.9,,,3747
Treviño,43.121260,-4.726378,CAMALEÑO,NGBE,2.1.9,,,12973
Trillayo,43.186847,-4.593485,CILLORIGO DE LIÉBANA,NGBE,2.1.9,,,12975
Tudanca,43.151916,-4.372986,TUDANCA,NGBE,2.1.4,,,13864
Tudes,43.120484,-4.611023,VEGA DE LIÉBANA,NGBE,2.1.4,,,13865
Tuebre,43.419079,-3.506527,BÁRCENA DE CICERO,NGBE,2.1.6,,,12982
Turieno,43.158081,-4.650391,CAMALEÑO,NGBE,2.1.4,,,13866
Ubiarco,43.417297,-4.100098,SANTILLANA DEL MAR,NGBE,2.1.4,,,13867
Ucieda,43.264893,-4.248413,RUENTE,NGBE,2.1.9,,,3753
Udalla,43.315918,-3.450804,AMPUERO,NGBE,2.1.4,,,13868
Uldá,43.134888,-4.028992,MOLLEDO,NGBE,2.1.6,,,12990
Unquera,43.374329,-4.517518,VAL DE SAN VICENTE,NGBE,2.1.4,,,13869
Urdiales,43.128113,-3.919495,LUENA,NGBE,2.1.9,,,3764
Uznayo,43.091675,-4.402404,POLACIONES,NGBE,2.1.4,,,13870
Vada,43.090412,-4.675272,VEGA DE LIÉBANA,NGBE,2.1.9,,,13004
Val del Asón,43.248291,-3.609007,ARREDONDO,NGBE,2.1.9,,,13016
Valcaba,43.175476,-3.565306,SOBA,NGBE,2.1.4,,,13871
Valcayo,43.083679,-4.646606,VEGA DE LIÉBANA,NGBE,2.1.6,,,13024
Valdecilla,43.378685,-3.734440,MEDIO CUDEYO,NGBE,2.1.4,,,13872
Valdecilla,43.378685,-3.734440,MEDIO CUDEYO,NGBE,2.1.3,,,14588
Valdeprado,43.075501,-4.493286,PESAGUERO,NGBE,2.1.4,,,13874
Valdeprado del Río,42.875306,-4.092224,VALDEPRADO DEL RÍO,NGBE,2.1.9,,,3776
Valdeprado del Río,42.875306,-4.092224,VALDEPRADO DEL RÍO,NGBE,2.1.4,,,13875
Valdició,43.225891,-3.682799,SOBA,NGBE,2.1.4,,,13876
Valle,43.226617,-4.301464,CABUÉRNIGA,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Valle&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,3778
Valle,43.226617,-4.301464,CABUÉRNIGA,NGBE,2.1.4,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Valle&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,13877
Valle,43.277283,-3.526609,RUESGA,NGBE,2.1.4,,,13878
Valle,43.226617,-4.301464,CABUÉRNIGA,NGBE,2.1.3,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Valle&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,14595
Vallejo,43.138489,-4.727905,CAMALEÑO,NGBE,2.1.9,,,13074
Vallejo,43.137329,-4.032288,MOLLEDO,NGBE,2.1.6,,,13075
Valles,43.351929,-4.115478,REOCÍN,NGBE,2.1.4,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Valles&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,13880
Vallines,43.336487,-4.340576,VALDÁLIGA,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Vallines&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,13089
Valmeo,43.132121,-4.630313,VEGA DE LIÉBANA,NGBE,2.1.4,,,13881
Valoria,43.333679,-4.259094,UDÍAS,NGBE,2.1.9,,,13097
Valvas,43.055101,-4.202391,HERMANDAD DE CAMPOO DE SUSO,Autonómico,2.1.6,,,316347
Valverde,43.255493,-3.264284,VALLE DE VILLAVERDE,NGBE,2.1.6,,,3818
Vargas,43.321715,-3.961609,PUENTE VIESGO,NGBE,2.1.4,,,13882
Vear de Udalla,43.316057,-3.442202,Varios o fuera de Cantabria,NGBE,2.1.9,,,189
Veares,43.260635,-3.475194,RAMALES DE LA VICTORIA,NGBE,2.1.6,,,3819
Vega,43.257079,-3.849792,VILLAFUFRE,NGBE,2.1.4,,,14600
Vega de Pas,43.158561,-3.782759,VEGA DE PAS,NGBE,2.1.9,,,3822
Vega de Pas,43.158561,-3.782759,VEGA DE PAS,NGBE,2.1.3,,,14604
Vega Escobosa,43.170840,-3.860247,LUENA,NGBE,2.1.9,,,3824
Vegacorredor,43.263475,-3.485616,RAMALES DE LA VICTORIA,NGBE,2.1.6,,,13141
Vegaloscorrales,43.094873,-3.830360,SAN PEDRO DEL ROMERAL,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Vegaloscorrales&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,3827
Vegalosvados,43.146688,-3.840454,SAN PEDRO DEL ROMERAL,NGBE,2.1.9,,,3828
Veguilla,43.185982,-3.522189,SOBA,NGBE,2.1.4,,,13883
Veguilla,43.185982,-3.522189,SOBA,NGBE,2.1.3,,,14605
Vejo,43.090271,-4.699279,VEGA DE LIÉBANA,NGBE,2.1.4,,,13885
Vejorís,43.206115,-3.919617,SANTIURDE DE TORANZO,NGBE,2.1.4,,,13886
Velasquita,43.307294,-3.898441,SANTA MARÍA DE CAYÓN,Autonómico,2.1.6,,,166000
Vendejo,43.056702,-4.544006,PESAGUERO,NGBE,2.1.4,,,13887
Ventorrillo,43.078645,-4.072637,PESQUERA,NGBE,2.1.9,,,13163
Vernejo,43.302673,-4.224304,CABEZÓN DE LA SAL,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Vernejo&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,13168
Viallán,43.399625,-4.136311,ALFOZ DE LLOREDO,NGBE,2.1.6,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Viall%C3%A1n&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,3848
Viaña,43.189514,-4.258789,CABUÉRNIGA,NGBE,2.1.9,,,13177
Viaña,43.142273,-3.796204,VEGA DE PAS,NGBE,2.1.4,,,13888
Vidular,43.382873,-3.539608,BÁRCENA DE CICERO,NGBE,2.1.9,,,13180
Viérnoles,43.320923,-4.053894,TORRELAVEGA,NGBE,2.1.4,,,13890
Villabáñez,43.315039,-3.952509,CASTAÑEDA,NGBE,2.1.9,,,13185
Villacantid,43.002930,-4.206908,HERMANDAD DE CAMPOO DE SUSO,NGBE,2.1.4,,,13891
Villacarriedo,43.228795,-3.810105,VILLACARRIEDO,NGBE,2.1.4,,,13892
Villacarriedo,43.228795,-3.810105,VILLACARRIEDO,NGBE,2.1.3,,,14613
Villaescusa,42.962891,-4.166686,CAMPOO DE ENMEDIO,NGBE,2.1.4,,,13894
Villaescusa de Ebro,42.829713,-3.832094,VALDERREDIBLE,NGBE,2.1.9,,,3850
Villaescusa de Ebro,42.829713,-3.832094,VALDERREDIBLE,NGBE,2.1.4,,,13895
Villafría,42.988525,-4.105407,CAMPOO DE ENMEDIO,NGBE,2.1.6,,,13188
Villafufre,43.266479,-3.892822,VILLAFUFRE,NGBE,2.1.4,,,14616
Villamoñico,42.780517,-4.062989,VALDERREDIBLE,NGBE,2.1.4,,,13896
Villante,43.396118,-3.429196,LAREDO,NGBE,2.1.9,,,4031
Villanueva,43.370299,-3.859497,VILLAESCUSA,NGBE,2.1.9,,,3857
Villanueva,42.971886,-4.016075,ROZAS DE VALDEARROYO (LAS),NGBE,2.1.9,,,3858
Villanueva,43.404966,-3.369133,LIENDO,NGBE,2.1.9,,,13196
Villanueva,43.324348,-4.363877,VALDÁLIGA,NGBE,2.1.6,,,13197
Villanueva,42.971886,-4.016075,ROZAS DE VALDEARROYO (LAS),NGBE,2.1.4,,,13897
Villanueva,43.370299,-3.859497,VILLAESCUSA,NGBE,2.1.4,,,13898
Villanueva,43.246678,-3.274258,VALLE DE VILLAVERDE,NGBE,2.1.9,,,20339
Villanueva de la Nía,42.803711,-4.045411,VALDERREDIBLE,NGBE,2.1.4,,,13900
Villanueva de la Peña,43.317505,-4.191406,MAZCUERRAS,NGBE,2.1.4,,,13901
Villapaderne,43.020874,-4.071777,CAMPOO DE YUSO,NGBE,2.1.4,,,13902
Villaparte,43.306884,-3.420409,RASINES,NGBE,2.1.9,,,13198
Villapresente,43.364075,-4.105286,REOCÍN,NGBE,2.1.4,,,13903
Villapún,42.777112,-4.066818,VALDERREDIBLE,Autonómico,2.1.6,,,267932
Villar,43.018921,-4.264098,HERMANDAD DE CAMPOO DE SUSO,NGBE,2.1.9,,,3859
Villar,43.018921,-4.264098,HERMANDAD DE CAMPOO DE SUSO,NGBE,2.1.4,,,13904
Villar,43.178100,-3.524290,SOBA,NGBE,2.1.4,,,13905
Villasevil,43.256286,-3.932312,SANTIURDE DE TORANZO,NGBE,2.1.4,,,13906
Villasuso,43.213318,-4.004700,ANIEVAS,NGBE,2.1.9,,,3860
Villasuso,43.011292,-4.018189,CAMPOO DE YUSO,NGBE,2.1.9,,,13199
Villasuso,43.213318,-4.004700,ANIEVAS,NGBE,2.1.4,,,13907
Villasuso,43.220276,-4.111328,CIEZA,NGBE,2.1.4,,,13908
Villaverde,43.190490,-3.558775,SOBA,NGBE,2.1.9,,,3861
Villaverde,43.190490,-3.558775,SOBA,NGBE,2.1.4,,,13909
Villaverde,43.080688,-4.682312,VEGA DE LIÉBANA,NGBE,2.1.4,,,13910
Villaverde de Hito,42.842896,-3.867128,VALDERREDIBLE,NGBE,2.1.4,,,13911
Villaverde de Pontones,43.412718,-3.698299,RIBAMONTÁN AL MONTE,NGBE,2.1.4,,,13912
Villaviad,43.384888,-3.379514,LIENDO,NGBE,2.1.9,,,13200
Villayuso,43.222473,-4.088196,CIEZA,NGBE,2.1.9,,,3862
Villayuso,43.221496,-4.087402,CIEZA,NGBE,2.1.3,,,14634
Villegar,43.223083,-3.947327,CORVERA DE TORANZO,NGBE,2.1.4,,,13913
Villota de Elines,42.823692,-3.894557,VALDERREDIBLE,NGBE,2.1.4,,,13914
Viñón,43.185303,-4.639588,CILLORIGO DE LIÉBANA,NGBE,2.1.4,,,13915
Vioño,43.360540,-3.972639,PIÉLAGOS,NGBE,2.1.4,,,13916
Virgen de la Peña,43.322876,-4.193725,CABEZÓN DE LA SAL,NGBE,2.1.9,,,3866
Vispieres,43.373638,-4.097406,SANTILLANA DEL MAR,NGBE,2.1.9,,,13211
Viveda,43.381286,-4.051026,SANTILLANA DEL MAR,NGBE,2.1.4,,,13917
Vozpornoche,43.143622,-3.902574,LUENA,NGBE,2.1.9,,,3875
Yera,43.139099,-3.759399,VEGA DE PAS,NGBE,2.1.9,,,453
Yermo,43.307160,-4.082827,CARTES,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Yermo&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,13231
Yuso,43.402283,-4.090210,SANTILLANA DEL MAR,NGBE,2.1.9,https://pares.cultura.gob.es/catastro/servlets/ServletController?mapas=0&accion=1&volver=0&txtBusqueda=Yuso&tipo=0&tipolocal=-1&provact=39&Buscar=Buscar,1749-1753,13235
Zurita,43.346679,-3.990784,PIÉLAGOS,NGBE,2.1.4,,,13918
